Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[9719939.44766075],[50.83614911]
150,[9377929.16067882],[-29.67081346]
250,[8191434.36324807],[-53.31392712]
350,[6594377.4750939],[-65.74416443]
450,[4998763.01553611],[-60.24701483]
550,[4402688.93579558],[-68.80406479]
650,[3880829.12952107],[-66.93583687]
750,[3355048.21222371],[-68.33720102]
850,[3154000.76019439],[-69.57242247]
950,[2918629.7484805],[-71.88334241]
1050,[2754571.87238763],[-71.21943807]
