Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[17887507.63871109],[-70.3282197]
150,[5916879.2607643],[-70.11403241]
250,[4159676.42511253],[-76.88438302]
350,[3114991.64768931],[-80.6426306]
450,[2525407.22902481],[-83.96653902]
550,[2149764.30383584],[-86.6032888]
650,[1819931.63584976],[-89.16467458]
750,[1599361.93958675],[-91.47502288]
850,[1403583.57744738],[-93.93239271]
950,[1287462.46379838],[-95.61000794]
1050,[1172994.67984152],[-97.42453564]
