Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[20736284.12324211],[-35.10752952]
150,[6260328.73263809],[-66.951379]
250,[4316939.75942247],[-68.55285226]
350,[3473795.13951134],[-71.95872258]
450,[2852122.86273325],[-74.82575009]
550,[2455673.251596],[-77.34014223]
650,[2124352.3384536],[-79.42154318]
750,[1895087.18085118],[-81.43892763]
850,[1675633.10520185],[-83.35992416]
950,[1561501.31571373],[-84.60738552]
1050,[1417805.80389519],[-86.27430409]
