Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[10681519.87358018],[-72.0125693]
150,[6805977.41505417],[-61.18387906]
250,[4440077.02949465],[-69.08410556]
350,[3439521.59313547],[-72.14395427]
450,[2837543.71161464],[-75.02554184]
550,[2451211.98783472],[-77.47138124]
650,[2111236.16885824],[-79.61064238]
750,[1873621.42614493],[-81.4984669]
850,[1669759.76527487],[-83.27776005]
950,[1555260.24357651],[-84.55121258]
1050,[1414089.57659537],[-86.17221763]
