Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[29047.17693286],[-57.47019976]
150,[13081.61540895],[-58.75525475]
250,[9136.97880521],[-55.04198776]
350,[7315.77937403],[-51.18577954]
450,[6307.79659445],[-48.03724435]
550,[5606.4725496],[-45.38201894]
650,[5119.6995958],[-43.14779552]
750,[4810.01815914],[-41.3031577]
850,[4586.91314721],[-39.63468561]
950,[4423.42974646],[-38.56732]
1050,[4266.2330766],[-37.52510538]
