Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[14022.08810878],[-60.44758157]
150,[6859.56713954],[-46.96535033]
250,[5381.93293731],[-38.28470599]
350,[4864.98089047],[-33.31713725]
450,[4613.83822307],[-30.18954756]
550,[4390.31427414],[-28.48256775]
650,[4220.04281469],[-27.19392028]
750,[4145.93567385],[-26.47025902]
850,[4024.54298303],[-26.13621359]
950,[3893.13765294],[-26.05645988]
1050,[3814.05759964],[-25.93185867]
