Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[18378.85222539],[-50.28349531]
150,[10557.50333707],[-36.43542109]
250,[8979.36372616],[-30.56019645]
350,[8145.72082089],[-27.05908325]
450,[8005.24947171],[-25.74506888]
550,[7654.09992202],[-25.31383492]
650,[7498.6849044],[-25.47392755]
750,[7298.10953031],[-25.93253337]
850,[7251.94248942],[-26.78678515]
950,[7122.70473787],[-27.51929034]
1050,[7026.88912013],[-28.44233858]
