Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[25914.40686367],[-51.39370055]
150,[13823.29912737],[-46.08616605]
250,[10654.9405953],[-41.2563284]
350,[9278.57290806],[-38.72428354]
450,[8518.30317798],[-36.98097007]
550,[7892.06979495],[-36.09100527]
650,[7364.0340288],[-35.49924533]
750,[7130.70717121],[-35.00848776]
850,[6719.60989062],[-34.83768339]
950,[6586.84809381],[-34.6726316]
1050,[6352.95984586],[-34.73666074]
