Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[30716.5437188],[-63.95496225]
150,[13034.43997871],[-59.02701502]
250,[9176.73232705],[-51.40202475]
350,[7594.35417469],[-45.83837648]
450,[6871.25636714],[-41.87197018]
550,[6441.12678416],[-39.40425073]
650,[6093.51710753],[-37.52563078]
750,[5789.48957898],[-36.48779241]
850,[5619.64598994],[-35.77514566]
950,[5452.44730153],[-35.53309579]
1050,[5337.44145827],[-35.37297348]
