Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[17699.50882416],[-46.63932549]
150,[10553.87092514],[-36.28131552]
250,[9011.54963523],[-30.09733446]
350,[8229.14353695],[-26.92250049]
450,[7962.21340635],[-25.70064795]
550,[7661.68899848],[-25.14352251]
650,[7557.79154137],[-25.17809342]
750,[7456.07882366],[-25.84328662]
850,[7316.98327361],[-26.68045331]
950,[7192.80448307],[-27.32856878]
1050,[7055.66945479],[-28.37691253]
