Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[28315.06845608],[-44.81993739]
150,[16507.9382388],[-42.62458572]
250,[13141.54057458],[-38.32645963]
350,[11378.08153697],[-35.74099384]
450,[10476.76601208],[-34.23427871]
550,[9805.63920233],[-33.23462801]
650,[9224.68014606],[-32.36517523]
750,[8976.37832056],[-31.90852994]
850,[8595.48725745],[-31.92631402]
950,[8327.71729759],[-31.93736219]
1050,[8125.33562124],[-32.01837142]
