Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[43571.89934165],[-25.94076474]
150,[31550.39024987],[-27.10426492]
250,[27221.30065273],[-27.1353929]
350,[24838.13989312],[-27.75500578]
450,[23277.00409869],[-28.47052206]
550,[22169.20560451],[-29.40891374]
650,[21119.71907273],[-30.52292]
750,[20358.40684136],[-31.63855924]
850,[19653.05125197],[-32.94472077]
950,[19214.16051122],[-33.90564432]
1050,[18705.84842403],[-35.11366461]
