Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[79383.99554842],[-30.2328623]
150,[53721.2984379],[-29.05247758]
250,[45890.1698029],[-28.94334344]
350,[41863.64739443],[-29.34993982]
450,[39201.4561033],[-30.10947858]
550,[37268.3098412],[-31.03988499]
650,[35516.47051827],[-32.20418453]
750,[34179.95023407],[-33.28132229]
850,[32925.88875931],[-34.61543823]
950,[32157.12054205],[-35.59484507]
1050,[31339.71183395],[-36.85442534]
