Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[8159.2765629],[-27.92199992]
150,[3831.7421749],[-7.7704328]
250,[3704.67785439],[-8.86400179]
350,[3625.49792823],[-9.36954451]
450,[3572.16543242],[-10.18671491]
550,[3529.79611059],[-11.17429003]
650,[3491.37683974],[-12.38013783]
750,[3454.53494935],[-13.58391257]
850,[3418.61215845],[-14.70958816]
950,[3393.19153692],[-15.5631038]
1050,[3366.62655062],[-16.7060804]
