Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[74956.6183735],[-29.58137288]
150,[51528.53594837],[-26.61451681]
250,[44973.48726164],[-25.76724879]
350,[41389.41230237],[-25.8627279]
450,[39015.86419353],[-26.39660016]
550,[37307.42545673],[-27.13055528]
650,[35687.3604141],[-28.01876556]
750,[34427.11375471],[-28.99308461]
850,[33223.28888003],[-30.05130523]
950,[32520.59641006],[-30.86205646]
1050,[31687.293974],[-31.8675229]
