Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[50711.73787208],[-42.82476676]
150,[28866.32674176],[-38.07179344]
250,[23840.49168757],[-35.06041604]
350,[20868.13065797],[-33.18863874]
450,[19320.01246781],[-32.26657418]
550,[18207.10663188],[-32.07471117]
650,[17502.4937965],[-31.72694086]
750,[17064.35958743],[-32.02028959]
850,[16541.43395685],[-32.74065815]
950,[16177.91233999],[-32.77869204]
1050,[15589.53053783],[-33.75085365]
