Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[14540.4783731],[-58.54480816]
150,[7131.42509762],[-46.50629635]
250,[5583.2776517],[-38.33278092]
350,[4988.9543634],[-33.21423859]
450,[4517.23278042],[-30.34329835]
550,[4303.88811911],[-28.30383789]
650,[4183.59907604],[-27.0766039]
750,[4135.30664289],[-26.3961408]
850,[4025.01219678],[-26.06963422]
950,[3925.00879758],[-25.89959908]
1050,[3896.16449893],[-25.89776907]
