Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[34864.39866787],[-59.53163281]
150,[15239.93984978],[-60.79296136]
250,[10575.68718163],[-57.65018137]
350,[8454.04535398],[-54.45086505]
450,[7277.7526822],[-51.87680018]
550,[6501.32970293],[-49.71930697]
650,[5961.22706823],[-47.85240703]
750,[5598.0694494],[-46.63363674]
850,[5272.5696041],[-45.68382377]
950,[5099.92432387],[-45.1874217]
1050,[4907.32055147],[-44.72510261]
