Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[45078.77911626],[-43.71488263]
150,[25558.87714404],[-44.5548006]
250,[19833.62330431],[-43.90082082]
350,[16981.98843976],[-43.43129367]
450,[15248.94727496],[-43.26256697]
550,[13974.58312807],[-43.26374408]
650,[12968.62974366],[-43.57256051]
750,[12288.57454865],[-43.90904001]
850,[11676.26362418],[-44.53813853]
950,[11237.52461686],[-45.02326234]
1050,[10810.27292438],[-45.7327379]
