Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[28954.54572442],[-45.91070428]
150,[17283.80933374],[-43.28785778]
250,[13281.09922614],[-38.60539252]
350,[11658.77269053],[-35.45239346]
450,[10754.27755121],[-33.90600529]
550,[10151.13083947],[-32.64432164]
650,[9508.0840356],[-32.0955417]
750,[9228.24610981],[-31.52364363]
850,[8732.89942947],[-31.46980646]
950,[8409.35640343],[-31.46719205]
1050,[8246.19637664],[-31.61362661]
