Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[30454.29630457],[-64.02023283]
150,[12954.99047902],[-59.07650437]
250,[9143.02213079],[-51.12920566]
350,[7633.93072081],[-45.60853811]
450,[6917.28152169],[-41.81379458]
550,[6361.42718171],[-39.34078179]
650,[5999.70578059],[-37.58222289]
750,[5773.75263353],[-36.57863645]
850,[5556.70357835],[-35.93799472]
950,[5450.49252275],[-35.63295078]
1050,[5316.3940949],[-35.43965532]
