Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[27208.69948969],[-53.92405198]
150,[13578.84253155],[-45.92855812]
250,[10760.70187751],[-41.57553005]
350,[9263.68004525],[-38.87222865]
450,[8359.60336324],[-37.16852898]
550,[7978.88372438],[-36.15132683]
650,[7346.38900467],[-35.36454695]
750,[7076.03900758],[-35.03749032]
850,[6725.50737809],[-34.83399019]
950,[6480.98816714],[-34.77892676]
1050,[6321.83346524],[-34.71537071]
