Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[34299.17204199],[-40.15252869]
150,[19171.43027133],[-46.0073582]
250,[14259.32629318],[-46.41234326]
350,[11909.44799935],[-45.38714008]
450,[10522.34061294],[-44.1433749]
550,[9588.22330911],[-43.54155285]
650,[8957.72803064],[-42.85387214]
750,[8486.96252154],[-42.68481153]
850,[8047.35158392],[-42.81322974]
950,[7803.67888427],[-42.99025733]
1050,[7531.55287833],[-43.30932266]
