Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[77850.71238565],[-28.10701645]
150,[54429.34514303],[-28.42706631]
250,[46889.16397604],[-28.55501243]
350,[42694.88375737],[-29.11799953]
450,[39988.44359335],[-29.84523929]
550,[37940.31928417],[-30.7911141]
650,[35454.13205932],[-32.07331361]
750,[34015.23117998],[-33.23426686]
850,[32730.0791625],[-34.59793464]
950,[32214.73239817],[-35.59304308]
1050,[31379.04221906],[-36.85749785]
