Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[22070688.83841633],[-57.75974926]
150,[7521001.86891859],[-68.58807494]
250,[5024853.9948624],[-77.32499768]
350,[3819666.65531493],[-81.68940308]
450,[3096496.49869807],[-85.49879742]
550,[2617739.99399282],[-88.64517376]
650,[2213514.50353447],[-91.47377624]
750,[1934015.76621436],[-93.8444443]
850,[1707067.89878846],[-96.29152071]
950,[1570834.89985203],[-98.20885103]
1050,[1421619.56544397],[-100.27931877]
