Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[6459941.77448117],[-86.74042837]
150,[3450979.22697255],[-64.51426888]
250,[2207014.69923805],[-71.49409515]
350,[1786893.75178578],[-74.86375306]
450,[1491051.74895127],[-77.55174552]
550,[1299096.80302358],[-80.07627429]
650,[1112624.39272385],[-81.73859301]
750,[995632.80814113],[-83.60749975]
850,[887159.63583704],[-85.26005113]
950,[821797.18883717],[-86.32975877]
1050,[743269.31270297],[-87.79649064]
