Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[3482913.2546445],[-33.18797815]
150,[4674470.63082188],[-56.31004983]
250,[3137785.087107],[-67.62058226]
350,[2329438.30461793],[-74.62611495]
450,[1803709.18627047],[-78.84383175]
550,[1493394.2842774],[-82.44259903]
650,[1261128.04760595],[-85.0136818]
750,[1097760.41670497],[-87.17429454]
850,[967963.67356077],[-89.26936327]
950,[887111.76709112],[-90.76693873]
1050,[797505.95721487],[-92.4368095]
