Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[7234866.4732443],[8.72044113]
150,[3646565.46415357],[-40.77106546]
250,[2699299.87715353],[-52.6592004]
350,[2167530.19249618],[-61.64496502]
450,[1766161.83776929],[-67.40326342]
550,[1499483.94130008],[-71.97191071]
650,[1264806.03487214],[-75.78656569]
750,[1118678.7392014],[-79.229327]
850,[987421.50309851],[-81.71450451]
950,[905267.57234931],[-83.53974009]
1050,[826562.97914938],[-86.39273217]
