Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[9313954.84679056],[-65.38564006]
150,[3893498.3476307],[-62.11157397]
250,[2423575.00394919],[-73.67424661]
350,[1921311.82998727],[-75.91335304]
450,[1589578.99842925],[-80.16090707]
550,[1375535.38729912],[-82.42194078]
650,[1195591.80935934],[-85.53307837]
750,[1055603.84051179],[-87.5785692]
850,[934775.28936973],[-90.08839151]
950,[870653.16310157],[-91.97712173]
1050,[793620.23302511],[-93.61176694]
