Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[6838539.92328948],[29.66208818]
150,[3970969.56779005],[-63.88230909]
250,[2322187.0360556],[-72.81193917]
350,[1923498.41015336],[-75.91416827]
450,[1581315.65542359],[-79.40566849]
550,[1362482.93259694],[-82.63005958]
650,[1193345.04405974],[-85.42101826]
750,[1049188.27082864],[-87.70284659]
850,[939188.00518912],[-90.35049037]
950,[872707.15059529],[-91.89790182]
1050,[796597.97114851],[-93.79325492]
