Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[22456467.01040132],[-54.25548969]
150,[7225044.61286023],[-69.0033618]
250,[4967990.67729958],[-77.22170845]
350,[3815543.97535404],[-81.94206124]
450,[3094672.60987894],[-85.46650239]
550,[2612758.63259965],[-88.42510403]
650,[2202966.40836451],[-91.35982885]
750,[1946686.41013631],[-93.82361339]
850,[1704635.21684601],[-96.32890841]
950,[1573331.27081895],[-98.16687378]
1050,[1424033.61298505],[-100.24218791]
