Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[8823961.79589454],[-90.20510116]
150,[4398800.59444982],[-78.72230195]
250,[2714469.69200591],[-76.61120924]
350,[2116241.2890048],[-81.34146772]
450,[1725658.25042665],[-83.6353742]
550,[1449261.80764756],[-86.4326907]
650,[1237526.13146442],[-89.12185361]
750,[1091528.84598926],[-91.30436001]
850,[968457.05261258],[-93.45110607]
950,[889243.22720622],[-95.08214417]
1050,[800167.4215869],[-96.50648275]
