Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[9402533.78635447],[-34.82370434]
150,[2014096.99979657],[-24.78642266]
250,[1666003.75848662],[-55.42810121]
350,[1397363.16449944],[-61.47245035]
450,[1246337.51061077],[-62.48900771]
550,[1166355.00161136],[-65.67591343]
650,[1053933.17496045],[-69.29597959]
750,[964420.20598258],[-70.7236887]
850,[890926.80444971],[-72.72764713]
950,[841713.20875192],[-73.81536657]
1050,[779250.51065929],[-75.90779193]
