Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[10457763.46690485],[-72.30247917]
150,[4546829.09814175],[-69.01173111]
250,[2562234.80959588],[-73.59683511]
350,[2029772.49798359],[-77.70654373]
450,[1691355.08665147],[-81.10835336]
550,[1441527.51108613],[-83.67800429]
650,[1259835.48504323],[-86.84580503]
750,[1106677.08167847],[-89.05045277]
850,[985124.05383799],[-91.25338639]
950,[908365.58056215],[-93.04577755]
1050,[829041.18500703],[-95.07543735]
