Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[11661313.64793109],[-74.12444532]
150,[3721215.8386544],[-76.58432016]
250,[2576078.39471092],[-76.01854329]
350,[2011473.83656269],[-79.56643598]
450,[1584136.9513883],[-82.3961742]
550,[1315672.94940019],[-83.77820392]
650,[1123715.4440359],[-85.69767011]
750,[985177.55433516],[-86.99046127]
850,[869963.52326948],[-88.53871375]
950,[803080.44494862],[-89.30486022]
1050,[724739.04291574],[-90.52940279]
