Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[21299434.04341395],[-27.44135909]
150,[7160091.76896668],[-63.11268326]
250,[5110661.05228978],[-71.01693404]
350,[3964355.26262866],[-75.4932869]
450,[3243578.31310484],[-78.84152729]
550,[2771353.29774249],[-81.6385216]
650,[2358947.58452377],[-84.0532945]
750,[2083368.52858849],[-85.86924428]
850,[1843421.47789928],[-87.92777706]
950,[1689831.85048603],[-89.53704132]
1050,[1536353.90025286],[-90.95066511]
