Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[6372715.50805106],[178.80288243]
150,[2401386.00744906],[-35.01790963]
250,[1773107.03664221],[-55.24085274]
350,[1492611.62201592],[-60.76570527]
450,[1312457.96978458],[-62.30674007]
550,[1209373.64187908],[-67.02947147]
650,[1047274.63880419],[-68.48633624]
750,[965286.9599318],[-71.11104856]
850,[889636.53403446],[-72.88477672]
950,[842613.61709321],[-73.700141]
1050,[779588.79502509],[-75.62201264]
