Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[16015111.22848616],[-40.016134]
150,[3897588.72254499],[-73.05683557]
250,[2480920.75193009],[-74.06528584]
350,[1928194.9555573],[-78.4826476]
450,[1541029.14645431],[-80.38846437]
550,[1312719.33052635],[-82.7231056]
650,[1137446.27599827],[-84.39912952]
750,[991563.87127484],[-85.75255832]
850,[888545.7501953],[-87.3866159]
950,[811365.8269252],[-88.45711091]
1050,[744131.0529332],[-89.66032027]
