Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[7954101.35067641],[19.5148267]
150,[4497101.81702367],[-58.53249272]
250,[2953048.87292956],[-67.72023104]
350,[2233646.37171436],[-74.46882374]
450,[1743116.53563889],[-78.32280683]
550,[1475383.9875319],[-81.70263655]
650,[1229302.34190721],[-84.67219635]
750,[1080338.23368146],[-86.63852507]
850,[940414.44257184],[-88.76503468]
950,[860595.51085681],[-90.23004821]
1050,[782605.62969234],[-91.78073743]
