Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[14125713.65618389],[-63.55321293]
150,[3635732.08922627],[-74.56264994]
250,[2532621.53744152],[-78.34629297]
350,[1896862.59266717],[-80.60438143]
450,[1481950.77102802],[-83.50939279]
550,[1274207.82911766],[-84.73321436]
650,[1070759.8310926],[-86.87076482]
750,[937889.30394439],[-87.67506248]
850,[831579.01275004],[-89.07984155]
950,[765336.16845316],[-90.02146298]
1050,[693218.51389887],[-91.10209354]
