Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[107433.6502991],[-130.56779475]
150,[19046.2396342],[-34.02958546]
250,[17025.18067079],[-27.97821428]
350,[15830.01388699],[-24.72658763]
450,[15097.67316237],[-23.24011876]
550,[14580.11568992],[-22.55213114]
650,[14124.84457808],[-22.21771949]
750,[13802.58280363],[-21.92951436]
850,[13508.8314391],[-22.20975317]
950,[13336.55541674],[-22.47501763]
1050,[13085.23078557],[-22.80761363]
