Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[15154682.75572126],[-46.28896536]
150,[7897067.37658483],[-70.22661881]
250,[5271513.39332264],[-76.73770204]
350,[4087658.74464898],[-81.47389617]
450,[3274443.7350735],[-85.16421521]
550,[2760529.76089326],[-88.39728286]
650,[2332015.28897446],[-91.28511372]
750,[2045708.34972665],[-93.94073119]
850,[1801063.85911461],[-96.43807724]
950,[1651868.52177777],[-98.27360556]
1050,[1500422.10244855],[-100.37870967]
