Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[88605.42259],[-26.83001837]
150,[93439.85740398],[-13.48892925]
250,[82968.99994114],[-12.64618561]
350,[85993.59845477],[-12.4721821]
450,[86003.84744949],[-13.41898353]
550,[78707.68737185],[-14.74110805]
650,[82673.09460799],[-16.30979437]
750,[74182.86498385],[-17.54902449]
850,[91879.87684843],[-19.54918313]
950,[85378.3451259],[-20.81778363]
1050,[86956.93115532],[-22.48404992]
