Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[11920075.33507418],[20.67896612]
150,[3048130.84695537],[-70.13479803]
250,[1653692.54661531],[-74.02413127]
350,[1299485.67902874],[-79.69698677]
450,[1093280.8219445],[-82.0228426]
550,[914207.59204345],[-84.18805811]
650,[794330.09139385],[-86.74570463]
750,[700115.57020476],[-88.86159755]
850,[618611.05549846],[-90.63692971]
950,[572426.98875205],[-91.83200857]
1050,[519840.35888896],[-93.53233141]
