Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[16792639.72086852],[-22.40165274]
150,[7359162.54377053],[-51.68399836]
250,[5664294.13664049],[-61.40611076]
350,[3132843.92301408],[-75.10893927]
450,[3163020.47349692],[-76.69383045]
550,[2595069.04009079],[-75.46948233]
650,[2175027.14728985],[-77.77159691]
750,[1870481.73912726],[-80.37667301]
850,[1755543.17132996],[-80.39780203]
950,[1569036.67314608],[-81.5430455]
1050,[1426157.13309763],[-81.96836777]
