Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[8397094.74732477],[-34.82091711]
150,[7166109.02369044],[-63.37458103]
250,[5084055.95164446],[-70.71443112]
350,[3941488.26883621],[-75.59696741]
450,[3247473.5813829],[-78.74721081]
550,[2766060.29435799],[-81.42461719]
650,[2367889.13349448],[-83.94340032]
750,[2078283.94748052],[-86.09210378]
850,[1837700.3740806],[-87.97010523]
950,[1690806.29108236],[-89.46551731]
1050,[1540334.29516783],[-91.02713596]
