Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[8203629.60009866],[30.91632676]
150,[7032033.37125384],[-52.72025154]
250,[5450054.48414881],[-63.19607865]
350,[4343399.40533423],[-69.11044686]
450,[2878242.83930487],[-78.08587154]
550,[2513155.38442967],[-79.95894449]
650,[2152702.48108668],[-80.78853666]
750,[1734481.31109789],[-79.45462407]
850,[1639649.48325731],[-82.30686004]
950,[1525618.25721832],[-82.81008447]
1050,[1402888.26902219],[-83.67501267]
