Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[99892.08586628],[-28.773412]
150,[74002.76117372],[-16.02587131]
250,[77275.96696475],[-13.42604156]
350,[77612.20154838],[-13.28436078]
450,[87653.17043911],[-13.82594673]
550,[78976.44180809],[-15.02250065]
650,[82021.08079989],[-16.47697504]
750,[80898.5223033],[-18.06657252]
850,[85317.57622214],[-19.79883602]
950,[77114.29274598],[-21.02458045]
1050,[78561.27220232],[-22.69039686]
