Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[12322142.03513903],[-73.38010704]
150,[3745940.29469613],[-77.54038345]
250,[2347670.86883802],[-79.70472528]
350,[1825682.74751126],[-83.37546172]
450,[1481176.20798436],[-86.44980126]
550,[1254035.89694733],[-89.25076448]
650,[1052553.80737564],[-91.67210774]
750,[923580.73825489],[-94.07188832]
850,[809624.71107312],[-96.14289997]
950,[746214.29536499],[-97.85206992]
1050,[672875.36356086],[-99.5023546]
