Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[2822260.63189096],[-57.80916668]
150,[4296036.90962083],[-75.08080133]
250,[2456905.79910861],[-80.54199728]
350,[1790820.75073428],[-84.09596166]
450,[1490497.10871833],[-86.4963742]
550,[1232218.99833542],[-89.49052228]
650,[1051715.0539024],[-92.00010664]
750,[928099.2166205],[-93.88213587]
850,[819980.46824818],[-96.192793]
950,[746505.22360348],[-97.72152461]
1050,[677390.40968377],[-99.42569959]
