Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[150084.70131131],[-20.76847109]
150,[20455.3376462],[-28.98874339]
250,[18370.84552481],[-23.84593544]
350,[17261.5224748],[-20.86194929]
450,[16602.94691563],[-19.72600253]
550,[16348.51992301],[-19.06964497]
650,[16000.36527062],[-18.99437968]
750,[15692.08287819],[-19.16917973]
850,[15282.27042707],[-19.67105478]
950,[15108.71296901],[-20.0539923]
1050,[14938.5977855],[-20.5153118]
