Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[9633308.84634756],[-3.71065823]
150,[4308275.46060387],[-73.5980693]
250,[2374224.27389548],[-77.02372724]
350,[1844264.46907031],[-80.54095649]
450,[1482817.22490068],[-83.36096119]
550,[1239531.50361367],[-84.62741058]
650,[1047236.14676911],[-86.50172886]
750,[924700.4026506],[-87.83937895]
850,[806874.55405323],[-89.24524888]
950,[746964.64562218],[-90.11982428]
1050,[675518.26403136],[-91.08822712]
