Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[86001.20410641],[-74.6396858]
150,[44198.84107842],[-44.00429497]
250,[36714.3240986],[-33.18971455]
350,[33726.45409571],[-28.39255141]
450,[32402.68645116],[-25.82941983]
550,[31398.03380765],[-24.62709473]
650,[30839.0756925],[-23.98778795]
750,[30281.52989305],[-23.78717458]
850,[30365.6270207],[-23.86446218]
950,[29558.79065374],[-24.38963326]
1050,[29766.9266106],[-24.74685653]
