Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[15661402.67581857],[-15.62037626]
150,[4700982.6947759],[-70.10922545]
250,[2804113.54849885],[-76.56051585]
350,[2094984.65707758],[-80.60230897]
450,[1696658.91405102],[-83.90115327]
550,[1475955.24184221],[-86.67051066]
650,[1216675.5182182],[-88.34632533]
750,[1087261.59540947],[-91.36702437]
850,[973824.24019468],[-93.53717282]
950,[887325.92210046],[-94.98167951]
1050,[800984.71274403],[-96.14120901]
