Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[6866707.49970649],[-97.21945629]
150,[1930457.99512455],[-42.61525138]
250,[1664435.6742543],[-55.40167506]
350,[1363745.16401741],[-61.3808738]
450,[1262509.8556261],[-62.90127903]
550,[1154154.83827355],[-66.7482062]
650,[1039718.84341888],[-68.5319447]
750,[966204.05333752],[-70.54224469]
850,[891380.07360706],[-72.60853133]
950,[841847.88194267],[-73.69761306]
1050,[779791.42220762],[-76.238444]
