Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[1426249.48220386],[-0.48839894]
150,[3389164.60539659],[-40.62686914]
250,[2509811.39193041],[-52.61552762]
350,[1981422.06996572],[-60.43337827]
450,[1657421.00085004],[-67.01043753]
550,[1405407.09863498],[-71.23660198]
650,[1189983.40785146],[-74.80545654]
750,[1048030.28188176],[-78.3071287]
850,[923395.98864171],[-81.16711562]
950,[854029.30267415],[-83.41905009]
1050,[773032.95629693],[-85.27883511]
