Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[17286230.3424761],[-2.32375347]
150,[6413731.67324297],[-53.5701386]
250,[4882718.35547824],[-64.59238146]
350,[3952624.78518587],[-71.03446015]
450,[3339516.25214826],[-76.27459199]
550,[2834722.94791349],[-80.23067863]
650,[2438307.91539882],[-84.0478084]
750,[1652522.8579485],[-86.04245177]
850,[1552161.50337712],[-87.99809518]
950,[1364805.03771484],[-90.31534354]
1050,[1286745.93226092],[-91.20469086]
