Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[125258.19562273],[66.19011646]
150,[2914.62340413],[-3.35648029]
250,[2568.3279301],[-5.75719089]
350,[2464.09623821],[-7.51751733]
450,[2439.24541639],[-9.2802097]
550,[2464.02631242],[-8.8162558]
650,[2387.79253477],[-11.97893074]
750,[2415.36615656],[-12.5649813]
850,[2411.36061831],[-14.43145596]
950,[2406.96287878],[-15.68604464]
1050,[2399.18467159],[-17.30960517]
