Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[15147986.7489668],[-65.25009582]
150,[7013965.78025259],[-66.23701595]
250,[4977976.60388588],[-72.16126729]
350,[3891238.55571755],[-76.27575091]
450,[3164313.07124055],[-79.73490901]
550,[2679299.17923001],[-81.77574264]
650,[2304414.86424845],[-83.74595183]
750,[2027488.22181039],[-85.63763226]
850,[1790383.66858976],[-87.31126369]
950,[1635346.25070962],[-88.48676711]
1050,[1490635.34050018],[-89.66430426]
