Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[115916.64660708],[-82.07473108]
150,[22016.95104555],[-22.80213607]
250,[20149.30352692],[-19.6501566]
350,[19236.63930923],[-17.96992603]
450,[18465.94069099],[-17.51279784]
550,[17963.10158378],[-17.16194409]
650,[17346.90328073],[-17.29714284]
750,[17188.02879067],[-17.71043168]
850,[16700.58306656],[-18.19835742]
950,[16519.94368561],[-18.71649504]
1050,[16312.68660732],[-19.13031876]
