Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[2027334.1094056],[-34.69345964]
150,[1394360.60029892],[-49.66857522]
250,[1136258.57740678],[-41.32471144]
350,[1034904.46425731],[-38.35772044]
450,[972179.0694977],[-37.80642235]
550,[931151.96558109],[-38.34394664]
650,[897591.66249517],[-39.93018259]
750,[863622.82218291],[-41.95935153]
850,[837674.7069874],[-44.59454784]
950,[820788.98864185],[-46.70815954]
1050,[796808.87860584],[-49.23508954]
