Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[149377.28338225],[-164.51704879]
150,[8016.89442879],[-18.66598233]
250,[2420.36804529],[-7.51994412]
350,[2452.18763625],[-6.10518519]
450,[2431.98094144],[-6.93749379]
550,[2440.5715928],[-7.93948683]
650,[2482.79594019],[-9.88473801]
750,[2458.48252749],[-12.62513878]
850,[2417.02505087],[-14.25571275]
950,[2407.50912535],[-16.13332304]
1050,[2389.78008445],[-17.55129116]
