Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[212656.01443281],[-39.15259682]
150,[158609.88305936],[-19.0444974]
250,[146766.02035571],[-15.7544282]
350,[151270.98120706],[-14.73490143]
450,[150438.36680629],[-14.94000128]
550,[146262.98013503],[-15.56942592]
650,[145269.17307445],[-16.59778328]
750,[161443.03636845],[-17.93089339]
850,[146100.6269804],[-19.16148359]
950,[145491.31452756],[-20.3167857]
1050,[135964.71187608],[-21.48789677]
