Frequency (Hz),Magnitude (Ohm),Phase (Degrees)
50,[136884.32470862],[-70.60590788]
150,[55681.55529848],[-54.55569775]
250,[42299.09905107],[-46.26073583]
350,[36722.64935023],[-42.06195005]
450,[33735.97377687],[-39.25019223]
550,[32121.59595697],[-37.43374929]
650,[31143.1931525],[-36.46722633]
750,[30247.80860399],[-36.10342012]
850,[29102.56713595],[-36.34763057]
950,[28870.45053319],[-36.3462555]
1050,[27573.48950682],[-37.27026684]
